timestamp,device,kwh,machine_id,process_id
2025-09-26T04:45:00Z,Compressor_System,28.8,CS001,PROC_AIR_SUPPLY
2025-09-26T05:00:00Z,Compressor_System,25.1,CS001,PROC_AIR_SUPPLY
2025-09-26T05:15:00Z,Compressor_System,27.4,CS001,PROC_AIR_SUPPLY
2025-09-26T05:30:00Z,Compressor_System,26.0,CS001,PROC_AIR_SUPPLY
2025-09-26T05:45:00Z,Compressor_System,28.2,CS001,PROC_AIR_SUPPLY
2025-09-26T06:00:00Z,Compressor_System,31.8,CS001,PROC_PEAK_DEMAND
2025-09-26T06:15:00Z,Compressor_System,33.2,CS001,PROC_PEAK_DEMAND
2025-09-26T06:30:00Z,Compressor_System,32.5,CS001,PROC_PEAK_DEMAND
2025-09-26T06:45:00Z,Compressor_System,34.1,CS001,PROC_PEAK_DEMAND
2025-09-26T07:00:00Z,Compressor_System,30.9,CS001,PROC_PEAK_DEMAND
2025-09-26T07:15:00Z,Compressor_System,32.7,CS001,PROC_PEAK_DEMAND
2025-09-26T07:30:00Z,Compressor_System,31.4,CS001,PROC_PEAK_DEMAND
2025-09-26T07:45:00Z,Compressor_System,33.6,CS001,PROC_PEAK_DEMAND
2025-09-26T08:00:00Z,Compressor_System,30.2,CS001,PROC_PEAK_DEMAND
2025-09-26T00:00:00Z,HVAC_Industrial,15.3,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T00:15:00Z,HVAC_Industrial,14.8,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T00:30:00Z,HVAC_Industrial,15.7,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T00:45:00Z,HVAC_Industrial,14.2,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T01:00:00Z,HVAC_Industrial,16.1,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T01:15:00Z,HVAC_Industrial,15.5,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T01:30:00Z,HVAC_Industrial,14.9,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T01:45:00Z,HVAC_Industrial,16.4,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T02:00:00Z,HVAC_Industrial,13.7,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T02:15:00Z,HVAC_Industrial,15.2,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T02:30:00Z,HVAC_Industrial,14.6,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T02:45:00Z,HVAC_Industrial,16.8,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T03:00:00Z,HVAC_Industrial,13.1,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T03:15:00Z,HVAC_Industrial,14.7,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T03:30:00Z,HVAC_Industrial,13.9,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T03:45:00Z,HVAC_Industrial,15.8,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T04:00:00Z,HVAC_Industrial,12.4,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T04:15:00Z,HVAC_Industrial,14.1,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T04:30:00Z,HVAC_Industrial,13.3,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T04:45:00Z,HVAC_Industrial,15.6,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T05:00:00Z,HVAC_Industrial,11.8,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T05:15:00Z,HVAC_Industrial,13.5,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T05:30:00Z,HVAC_Industrial,12.7,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T05:45:00Z,HVAC_Industrial,14.9,HVAC001,PROC_CLIMATE_CTRL
2025-09-26T06:00:00Z,HVAC_Industrial,18.2,HVAC001,PROC_WORK_HOURS
2025-09-26T06:15:00Z,HVAC_Industrial,19.7,HVAC001,PROC_WORK_HOURS
2025-09-26T06:30:00Z,HVAC_Industrial,18.9,HVAC001,PROC_WORK_HOURS
2025-09-26T06:45:00Z,HVAC_Industrial,20.4,HVAC001,PROC_WORK_HOURS
2025-09-26T07:00:00Z,HVAC_Industrial,17.6,HVAC001,PROC_WORK_HOURS
2025-09-26T07:15:00Z,HVAC_Industrial,19.1,HVAC001,PROC_WORK_HOURS
2025-09-26T07:30:00Z,HVAC_Industrial,18.3,HVAC001,PROC_WORK_HOURS
2025-09-26T07:45:00Z,HVAC_Industrial,20.8,HVAC001,PROC_WORK_HOURS
2025-09-26T08:00:00Z,HVAC_Industrial,17.2,HVAC001,PROC_WORK_HOURS
2025-09-26T00:00:00Z,Lighting_Industrial,8.4,LT001,PROC_SECURITY_LIGHTING
2025-09-26T00:15:00Z,Lighting_Industrial,8.1,LT001,PROC_SECURITY_LIGHTING
2025-09-26T00:30:00Z,Lighting_Industrial,8.7,LT001,PROC_SECURITY_LIGHTING
2025-09-26T00:45:00Z,Lighting_Industrial,7.9,LT001,PROC_SECURITY_LIGHTING
2025-09-26T01:00:00Z,Lighting_Industrial,8.3,LT001,PROC_SECURITY_LIGHTING
2025-09-26T01:15:00Z,Lighting_Industrial,8.0,LT001,PROC_SECURITY_LIGHTING
2025-09-26T01:30:00Z,Lighting_Industrial,8.6,LT001,PROC_SECURITY_LIGHTING
2025-09-26T01:45:00Z,Lighting_Industrial,7.8,LT001,PROC_SECURITY_LIGHTING
2025-09-26T02:00:00Z,Lighting_Industrial,8.2,LT001,PROC_SECURITY_LIGHTING
2025-09-26T02:15:00Z,Lighting_Industrial,7.9,LT001,PROC_SECURITY_LIGHTING
2025-09-26T02:30:00Z,Lighting_Industrial,8.5,LT001,PROC_SECURITY_LIGHTING
2025-09-26T02:45:00Z,Lighting_Industrial,7.7,LT001,PROC_SECURITY_LIGHTING
2025-09-26T03:00:00Z,Lighting_Industrial,8.1,LT001,PROC_SECURITY_LIGHTING
2025-09-26T03:15:00Z,Lighting_Industrial,7.8,LT001,PROC_SECURITY_LIGHTING
2025-09-26T03:30:00Z,Lighting_Industrial,8.4,LT001,PROC_SECURITY_LIGHTING
2025-09-26T03:45:00Z,Lighting_Industrial,7.6,LT001,PROC_SECURITY_LIGHTING
2025-09-26T04:00:00Z,Lighting_Industrial,8.0,LT001,PROC_SECURITY_LIGHTING
2025-09-26T04:15:00Z,Lighting_Industrial,7.7,LT001,PROC_SECURITY_LIGHTING
2025-09-26T04:30:00Z,Lighting_Industrial,8.3,LT001,PROC_SECURITY_LIGHTING
2025-09-26T04:45:00Z,Lighting_Industrial,7.5,LT001,PROC_SECURITY_LIGHTING
2025-09-26T05:00:00Z,Lighting_Industrial,7.9,LT001,PROC_SECURITY_LIGHTING
2025-09-26T05:15:00Z,Lighting_Industrial,7.6,LT001,PROC_SECURITY_LIGHTING
2025-09-26T05:30:00Z,Lighting_Industrial,8.2,LT001,PROC_SECURITY_LIGHTING
2025-09-26T05:45:00Z,Lighting_Industrial,7.4,LT001,PROC_SECURITY_LIGHTING
2025-09-26T06:00:00Z,Lighting_Industrial,22.8,LT001,PROC_FULL_LIGHTING
2025-09-26T06:15:00Z,Lighting_Industrial,24.5,LT001,PROC_FULL_LIGHTING
2025-09-26T06:30:00Z,Lighting_Industrial,23.7,LT001,PROC_FULL_LIGHTING
2025-09-26T06:45:00Z,Lighting_Industrial,25.2,LT001,PROC_FULL_LIGHTING
2025-09-26T07:00:00Z,Lighting_Industrial,22.1,LT001,PROC_FULL_LIGHTING
2025-09-26T07:15:00Z,Lighting_Industrial,24.0,LT001,PROC_FULL_LIGHTING
2025-09-26T07:30:00Z,Lighting_Industrial,23.3,LT001,PROC_FULL_LIGHTING
2025-09-26T07:45:00Z,Lighting_Industrial,25.6,LT001,PROC_FULL_LIGHTING
2025-09-26T08:00:00Z,Lighting_Industrial,21.8,LT001,PROC_FULL_LIGHTING
2025-09-26T00:00:00Z,Conveyor_Systems,12.6,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T00:15:00Z,Conveyor_Systems,13.2,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T00:30:00Z,Conveyor_Systems,12.0,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T00:45:00Z,Conveyor_Systems,13.8,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T01:00:00Z,Conveyor_Systems,11.4,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T01:15:00Z,Conveyor_Systems,12.7,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T01:30:00Z,Conveyor_Systems,11.9,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T01:45:00Z,Conveyor_Systems,13.4,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T02:00:00Z,Conveyor_Systems,10.8,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T02:15:00Z,Conveyor_Systems,12.3,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T02:30:00Z,Conveyor_Systems,11.5,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T02:45:00Z,Conveyor_Systems,13.0,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T03:00:00Z,Conveyor_Systems,10.2,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T03:15:00Z,Conveyor_Systems,11.9,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T03:30:00Z,Conveyor_Systems,11.1,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T03:45:00Z,Conveyor_Systems,12.6,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T04:00:00Z,Conveyor_Systems,9.7,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T04:15:00Z,Conveyor_Systems,11.4,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T04:30:00Z,Conveyor_Systems,10.6,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T04:45:00Z,Conveyor_Systems,12.1,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T05:00:00Z,Conveyor_Systems,9.1,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T05:15:00Z,Conveyor_Systems,10.8,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T05:30:00Z,Conveyor_Systems,10.0,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T05:45:00Z,Conveyor_Systems,11.5,CV001,PROC_MATERIAL_TRANSPORT
2025-09-26T06:00:00Z,Conveyor_Systems,16.3,CV001,PROC_PEAK_PRODUCTION
2025-09-26T06:15:00Z,Conveyor_Systems,17.8,CV001,PROC_PEAK_PRODUCTION
2025-09-26T06:30:00Z,Conveyor_Systems,16.9,CV001,PROC_PEAK_PRODUCTION
2025-09-26T06:45:00Z,Conveyor_Systems,18.4,CV001,PROC_PEAK_PRODUCTION
2025-09-26T07:00:00Z,Conveyor_Systems,15.7,CV001,PROC_PEAK_PRODUCTION
2025-09-26T07:15:00Z,Conveyor_Systems,17.2,CV001,PROC_PEAK_PRODUCTION
2025-09-26T07:30:00Z,Conveyor_Systems,16.4,CV001,PROC_PEAK_PRODUCTION
2025-09-26T07:45:00Z,Conveyor_Systems,17.9,CV001,PROC_PEAK_PRODUCTION
2025-09-26T08:00:00Z,Conveyor_Systems,15.2,CV001,PROC_PEAK_PRODUCTION
